slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
bitcoin,BTC,Bitcoin,2013-08-16,1,110,112.3,108.52,108.99,0,1260352119,0.1243,3.78
bitcoin,BTC,Bitcoin,2013-08-17,1,108.99,113.75,108.22,113.5,0,1312996375,0.9548,5.53
bitcoin,BTC,Bitcoin,2013-08-18,1,112.75,114.69,112,113.5,0,1313544013,0.5576,2.69
bitcoin,BTC,Bitcoin,2013-08-19,1,113.38,123.06,111.77,119,0,1377725475,0.6404,11.29
bitcoin,BTC,Bitcoin,2013-08-20,1,119,123.01,117.51,121.21,0,1403829641,0.6727,5.5
bitcoin,BTC,Bitcoin,2013-08-21,1,121.21,124.91,119.68,123.3,0,1428698678,0.6922,5.23
bitcoin,BTC,Bitcoin,2013-08-22,1,123.3,123.5,120.6,121.15,0,1404437433,0.1897,2.9
bitcoin,BTC,Bitcoin,2013-08-23,1,122,122,118.44,118.5,0,1374309422,0.0169,3.56
bitcoin,BTC,Bitcoin,2013-08-24,1,118.51,121.39,118.02,120.04,0,1392768092,0.5994,3.37
bitcoin,BTC,Bitcoin,2013-08-25,1,119.6,122.99,119.17,122.11,0,1417198897,0.7696,3.82
bitcoin,BTC,Bitcoin,2013-08-26,1,122.11,122.75,119.93,120.06,0,1393847159,0.0461,2.82
bitcoin,BTC,Bitcoin,2013-08-27,1,120.07,127.24,120.07,126.5,0,1469193138,0.8968,7.17
bitcoin,BTC,Bitcoin,2013-08-28,1,126.48,127.32,122.62,122.62,0,1424675798,0,4.7
bitcoin,BTC,Bitcoin,2013-08-29,1,122.62,123.7,122.21,122.39,0,1422584866,0.1208,1.49
bitcoin,BTC,Bitcoin,2013-08-30,1,122.35,135.75,120.99,133.49,0,1552288465,0.8469,14.76
bitcoin,BTC,Bitcoin,2013-08-31,1,133.09,140.89,132.72,135.35,0,1574672051,0.3219,8.17
bitcoin,BTC,Bitcoin,2013-09-01,1,135.14,145.81,134.81,138.34,0,1610215347,0.3209,11
bitcoin,BTC,Bitcoin,2013-09-02,1,138.63,146.5,134.89,135.85,0,1581969854,0.0827,11.61
bitcoin,BTC,Bitcoin,2013-09-03,1,135.61,138.34,133,136.77,0,1593346565,0.706,5.34
bitcoin,BTC,Bitcoin,2013-09-04,1,136.53,144.5,123.61,126.74,0,1477012118,0.1498,20.89
bitcoin,BTC,Bitcoin,2013-09-05,1,126.76,131.44,121.83,126.43,0,1473965191,0.4787,9.61
bitcoin,BTC,Bitcoin,2013-09-06,1,126.49,127.34,119.15,119.15,0,1389646450,0,8.19
bitcoin,BTC,Bitcoin,2013-09-07,1,118.89,125.94,118.46,124.15,0,1448411494,0.7607,7.48
bitcoin,BTC,Bitcoin,2013-09-08,1,124.13,124.72,120.49,121.66,0,1419836072,0.2766,4.23
bitcoin,BTC,Bitcoin,2013-09-09,1,121.86,129.06,119.75,127.11,0,1484085516,0.7905,9.31
bitcoin,BTC,Bitcoin,2013-09-10,1,127.27,129.74,125.9,125.91,0,1470679164,0.0026,3.84
bitcoin,BTC,Bitcoin,2013-09-11,1,125.89,137.83,123.27,135.25,0,1580450350,0.8228,14.56
bitcoin,BTC,Bitcoin,2013-09-12,1,135.55,136.08,131.81,133.13,0,1556386219,0.3091,4.27
bitcoin,BTC,Bitcoin,2013-09-13,1,132.83,137.58,132.27,134.98,0,1578699084,0.5104,5.31
bitcoin,BTC,Bitcoin,2013-09-14,1,135.01,135.85,128.87,129.22,0,1512038756,0.0501,6.98
bitcoin,BTC,Bitcoin,2013-09-15,1,129.4,131.44,128.26,130.37,0,1526085146,0.6635,3.18
bitcoin,BTC,Bitcoin,2013-09-16,1,130.86,132.72,129.77,131.72,0,1542395098,0.661,2.95
bitcoin,BTC,Bitcoin,2013-09-17,1,131.59,132.76,124.89,131.66,0,1542278406,0.8602,7.87
bitcoin,BTC,Bitcoin,2013-09-18,1,131.71,133.2,130.54,131.47,0,1540598328,0.3496,2.66
bitcoin,BTC,Bitcoin,2013-09-19,1,131.37,131.77,128.45,129.65,0,1519883709,0.3614,3.32
bitcoin,BTC,Bitcoin,2013-09-20,1,129.7,135.62,126.68,127.04,0,1489921944,0.0403,8.94
bitcoin,BTC,Bitcoin,2013-09-21,1,126.95,128.61,126.24,127.43,0,1495101147,0.5021,2.37
bitcoin,BTC,Bitcoin,2013-09-22,1,127.87,133.94,126.59,129.12,0,1515584736,0.3442,7.35
bitcoin,BTC,Bitcoin,2013-09-23,1,128.98,132.73,125.66,125.95,0,1479037148,0.041,7.07
bitcoin,BTC,Bitcoin,2013-09-24,1,126.05,127.46,125.39,127.25,0,1494974356,0.8986,2.07
bitcoin,BTC,Bitcoin,2013-09-25,1,127.38,129.69,127.33,128.22,0,1507033770,0.3771,2.36
bitcoin,BTC,Bitcoin,2013-09-26,1,128.21,134.93,127.32,128.38,0,1509434269,0.1393,7.61
bitcoin,BTC,Bitcoin,2013-09-27,1,128.94,134.74,128.49,133.78,0,1573520360,0.8464,6.25
bitcoin,BTC,Bitcoin,2013-09-28,1,133.77,135.63,132.56,134.78,0,1585878762,0.7231,3.07
bitcoin,BTC,Bitcoin,2013-09-29,1,134.9,140.61,134.71,137.34,0,1616584505,0.4458,5.9
bitcoin,BTC,Bitcoin,2013-09-30,1,137.15,138.35,130.27,133,0,1566038425,0.3379,8.08
bitcoin,BTC,Bitcoin,2013-10-01,1,132.68,134.63,131.55,132.18,0,1557001092,0.2045,3.08
bitcoin,BTC,Bitcoin,2013-10-02,1,132.05,133.59,102.25,114.13,0,1344930746,0.3791,31.34
bitcoin,BTC,Bitcoin,2013-10-03,1,114.45,123.63,111.82,123.63,0,1457492615,1,11.81
bitcoin,BTC,Bitcoin,2013-10-04,1,123.41,130.09,123.41,129.01,0,1521498787,0.8383,6.68
bitcoin,BTC,Bitcoin,2013-10-05,1,128.63,130.44,128.03,128.55,0,1516777519,0.2158,2.41
bitcoin,BTC,Bitcoin,2013-10-06,1,128.36,129.66,126.15,129,0,1522686975,0.812,3.51
bitcoin,BTC,Bitcoin,2013-10-07,1,129.43,130.27,126.36,126.94,0,1498859918,0.1483,3.91
bitcoin,BTC,Bitcoin,2013-10-08,1,126.74,127.47,124.71,126,0,1488277350,0.4674,2.76
bitcoin,BTC,Bitcoin,2013-10-09,1,125.85,131.75,125.58,130.69,0,1544249376,0.8282,6.17
bitcoin,BTC,Bitcoin,2013-10-10,1,130.67,131.5,129.26,130.59,0,1543701125,0.5938,2.24
bitcoin,BTC,Bitcoin,2013-10-11,1,130.75,131.81,129.64,130.9,0,1547971040,0.5806,2.17
bitcoin,BTC,Bitcoin,2013-10-12,1,130.9,135.66,130.56,135.19,0,1599426131,0.9078,5.1
bitcoin,BTC,Bitcoin,2013-10-13,1,135.19,138.66,134.55,138.13,0,1634968839,0.871,4.11
bitcoin,BTC,Bitcoin,2013-10-14,1,139.27,144.12,138.9,140.52,0,1664129178,0.3103,5.22
bitcoin,BTC,Bitcoin,2013-10-15,1,140.77,145.39,139.13,145.24,0,1720981439,0.976,6.26
bitcoin,BTC,Bitcoin,2013-10-16,1,145.65,152.23,142.43,142.55,0,1689851848,0.0122,9.8
bitcoin,BTC,Bitcoin,2013-10-17,1,142.41,147.42,142.41,146.25,0,1734327563,0.7665,5.01
bitcoin,BTC,Bitcoin,2013-10-18,1,146.37,155.96,145.57,155.96,0,1850219763,1,10.39
bitcoin,BTC,Bitcoin,2013-10-19,1,155.91,177.48,155.7,172.42,0,2046457291,0.7677,21.78
bitcoin,BTC,Bitcoin,2013-10-20,1,171.66,174.91,168.95,174.61,0,2073319140,0.9497,5.96
bitcoin,BTC,Bitcoin,2013-10-21,1,174.8,184.82,174.8,182.21,0,2164518143,0.7395,10.02
bitcoin,BTC,Bitcoin,2013-10-22,1,182.65,196.27,182.65,193.76,0,2302910260,0.8157,13.62
bitcoin,BTC,Bitcoin,2013-10-23,1,193.36,213.62,192.38,213.62,0,2540139399,1,21.24
bitcoin,BTC,Bitcoin,2013-10-24,1,214.3,217.42,168.52,198.23,0,2358198593,0.6076,48.9
bitcoin,BTC,Bitcoin,2013-10-25,1,197.69,198.87,168.5,186.69,0,2222012384,0.5989,30.37
bitcoin,BTC,Bitcoin,2013-10-26,1,187.45,188.41,175.75,177.32,0,2111296044,0.124,12.66
bitcoin,BTC,Bitcoin,2013-10-27,1,176.6,196.44,176.6,196.44,0,2339831217,1,19.84
bitcoin,BTC,Bitcoin,2013-10-28,1,196.21,198.62,192.06,198.55,0,2365837416,0.9893,6.56
bitcoin,BTC,Bitcoin,2013-10-29,1,198.55,204.79,198.55,204.39,0,2436241934,0.9359,6.24
bitcoin,BTC,Bitcoin,2013-10-30,1,204.39,209.16,199.97,199.97,0,2384492273,0,9.19
bitcoin,BTC,Bitcoin,2013-10-31,1,199.83,205.18,198.85,204,0,2433658800,0.8136,6.33
bitcoin,BTC,Bitcoin,2013-11-01,1,203.9,206.65,202.13,206.18,0,2460742837,0.896,4.52
bitcoin,BTC,Bitcoin,2013-11-02,1,205.81,207.76,201.65,206.22,0,2462261645,0.748,6.11
bitcoin,BTC,Bitcoin,2013-11-03,1,205.99,215.05,203.99,215.05,0,2568713111,1,11.06
bitcoin,BTC,Bitcoin,2013-11-04,1,214.66,231.01,213.94,229.1,0,2737659088,0.8881,17.07
bitcoin,BTC,Bitcoin,2013-11-05,1,229.21,250.66,226.22,245.24,0,2931598960,0.7782,24.44
bitcoin,BTC,Bitcoin,2013-11-06,1,244.78,263,244.78,262.5,0,3138994688,0.9726,18.22
bitcoin,BTC,Bitcoin,2013-11-07,1,261.68,304.17,261.55,296.41,0,3545560087,0.8179,42.62
bitcoin,BTC,Bitcoin,2013-11-08,1,297.85,338.66,296.93,338.11,0,4045494603,0.9868,41.73
bitcoin,BTC,Bitcoin,2013-11-09,1,338.58,370.82,319.71,339.11,0,4058705857,0.3796,51.11
bitcoin,BTC,Bitcoin,2013-11-10,1,348.82,350.7,277.24,326.62,0,3910613095,0.6722,73.46
bitcoin,BTC,Bitcoin,2013-11-11,1,325.41,351.27,311.78,342.44,0,4101635027,0.7764,39.49
bitcoin,BTC,Bitcoin,2013-11-12,1,343.06,362.81,342.8,360.33,0,4317726291,0.8761,20.01
bitcoin,BTC,Bitcoin,2013-11-13,1,360.97,414.05,359.8,407.37,0,4883103453,0.8769,54.25
bitcoin,BTC,Bitcoin,2013-11-14,1,406.41,425.9,395.19,420.2,0,5038817795,0.8144,30.71
bitcoin,BTC,Bitcoin,2013-11-15,1,419.41,437.89,396.11,417.95,0,5013561020,0.5227,41.78
bitcoin,BTC,Bitcoin,2013-11-16,1,417.28,450.26,415.57,440.22,0,5282849105,0.7106,34.69
bitcoin,BTC,Bitcoin,2013-11-17,1,440.96,500.58,440.24,492.11,0,5907842064,0.8596,60.34
bitcoin,BTC,Bitcoin,2013-11-18,1,496.58,703.78,494.94,703.56,0,8449069629,0.9989,208.84
bitcoin,BTC,Bitcoin,2013-11-19,1,712.76,806.11,456.39,584.61,0,7022949161,0.3666,349.72
bitcoin,BTC,Bitcoin,2013-11-20,1,577.98,599.65,448.45,590.83,0,7100077964,0.9417,151.2
bitcoin,BTC,Bitcoin,2013-11-21,1,594.32,733.4,577.29,722.43,0,8684240726,0.9297,156.11
bitcoin,BTC,Bitcoin,2013-11-22,1,724.07,780.85,668.13,771.44,0,9276681716,0.9165,112.72
bitcoin,BTC,Bitcoin,2013-11-23,1,771.7,844.97,771.7,797.82,0,9597335799,0.3565,73.27
bitcoin,BTC,Bitcoin,2013-11-24,1,795.63,807.36,722.87,774.25,0,9317034156,0.6081,84.49
bitcoin,BTC,Bitcoin,2013-11-25,1,773.02,810.68,754.43,799.11,0,9619646225,0.7943,56.25
bitcoin,BTC,Bitcoin,2013-11-26,1,805.73,928.54,800.8,928.1,0,11176110593,0.9966,127.74
bitcoin,BTC,Bitcoin,2013-11-27,1,923.85,1001.96,891.68,1001.96,0,12069885699,1,110.28
bitcoin,BTC,Bitcoin,2013-11-28,1,1003.38,1077.56,962.17,1031.95,0,12435823060,0.6047,115.39
bitcoin,BTC,Bitcoin,2013-11-29,1,1042.01,1146.97,1000.64,1131.97,0,13646039846,0.8975,146.33
bitcoin,BTC,Bitcoin,2013-11-30,1,1129.37,1156.14,1106.61,1129.43,0,13620389321,0.4607,49.53
bitcoin,BTC,Bitcoin,2013-12-01,1,1128.92,1133.08,801.82,955.85,0,11531708948,0.465,331.26
bitcoin,BTC,Bitcoin,2013-12-02,1,951.42,1055.42,938.41,1043.33,0,12591271606,0.8967,117.01
bitcoin,BTC,Bitcoin,2013-12-03,1,1046.4,1096,1011.21,1078.28,0,13018451838,0.791,84.79
bitcoin,BTC,Bitcoin,2013-12-04,1,1077.58,1156.12,1070.16,1151.17,0,13903428351,0.9424,85.96
bitcoin,BTC,Bitcoin,2013-12-05,1,1152.73,1154.36,897.11,1045.11,0,12626914509,0.5753,257.25
bitcoin,BTC,Bitcoin,2013-12-06,1,1042.38,1042.38,829.45,829.45,0,10025645095,0,212.93
bitcoin,BTC,Bitcoin,2013-12-07,1,835.32,854.64,640.22,698.23,0,8442962249,0.2705,214.42
bitcoin,BTC,Bitcoin,2013-12-08,1,697.31,802.51,670.88,795.87,0,9627500113,0.9496,131.63
bitcoin,BTC,Bitcoin,2013-12-09,1,793.8,921.93,780.9,893.19,0,10808715488,0.7962,141.03
bitcoin,BTC,Bitcoin,2013-12-10,1,892.32,997.23,892.32,988.51,0,11966951486,0.9169,104.91
bitcoin,BTC,Bitcoin,2013-12-11,1,989.07,1001.58,834.23,878.48,0,10638546534,0.2644,167.35
bitcoin,BTC,Bitcoin,2013-12-12,1,882.78,901.94,844.95,873.26,0,10578889955,0.4968,56.99
bitcoin,BTC,Bitcoin,2013-12-13,1,874.98,941.79,860.05,892.58,0,10816819988,0.398,81.74
bitcoin,BTC,Bitcoin,2013-12-14,1,899.85,904.65,858.36,872.6,0,10578987915,0.3076,46.29
bitcoin,BTC,Bitcoin,2013-12-15,1,875.29,886.16,825,876.12,0,10625517651,0.8358,61.16
bitcoin,BTC,Bitcoin,2013-12-16,1,880.33,882.25,668.25,705.97,0,8565534010,0.1763,214
bitcoin,BTC,Bitcoin,2013-12-17,1,706.37,754.83,630.88,682.12,0,8279623719,0.4134,123.95
bitcoin,BTC,Bitcoin,2013-12-18,1,678.2,679.32,420.51,522.7,0,6347159168,0.3948,258.81
bitcoin,BTC,Bitcoin,2013-12-19,1,519.06,707.23,502.89,691.96,0,8406397153,0.9253,204.34
bitcoin,BTC,Bitcoin,2013-12-20,1,694.22,729.16,595.33,625.32,0,7599576492,0.2241,133.83
bitcoin,BTC,Bitcoin,2013-12-21,1,619.9,654.27,579.17,605.66,0,7363114611,0.3527,75.1
bitcoin,BTC,Bitcoin,2013-12-22,1,601.78,666.74,585.64,617.18,0,7505757423,0.3889,81.1
bitcoin,BTC,Bitcoin,2013-12-23,1,613.06,680.91,611.04,673.41,0,8192487202,0.8927,69.87
bitcoin,BTC,Bitcoin,2013-12-24,1,672.36,684.39,645.71,665.58,0,8100042042,0.5137,38.68
bitcoin,BTC,Bitcoin,2013-12-25,1,666.31,682.7,649.48,682.21,0,8305173374,0.9852,33.22
bitcoin,BTC,Bitcoin,2013-12-26,1,683.94,777.75,683.94,761.98,0,9279735331,0.8319,93.81
